sr_no,member_name,state,party,term,vacation_reason,from_date,to_date,,
34,Kapur Shri Yashpal,Uttar Pradesh,INC,03/04/1972 02/04/1978,Retirement,03/04/72,02/04/78,,
35,Kar Shri Ghulam Rasool,Nominated,INC,09/05/1984 28/12/1987,"28/12/1987
Disqualification",09/05/84,28/12/87,,
36,Kar Shri Narayan,Tripura,CPI(M),03/04/1986 02/04/1992,Retirement,03/04/86,02/04/92,,
37,Karan Singh Dr.,Jammu & Kashmir,J&KNC,30/11/1996 12/08/1999,"12/08/1999
Resignation",30/11/96,12/08/99,,
32,Karan Singh Dr.,National Capital Territory of Delhi,INC,28/01/2000 27/01/2006,Retirement,28/01/00,27/01/06,,
33,Karan Singh Dr.,National Capital Territory of Delhi,INC,28/01/2006 27/01/2012,Retirement,28/01/06,27/01/12,,
34,Karan Singh Dr.,National Capital Territory of Delhi,INC,28/01/2012 27/01/2018,Retirement,28/01/12,27/01/18,,
38,Karanjia Shri R.K.,Nominated,NOM.,11/01/1991 10/01/1997,Retirement,11/01/91,10/01/97,,
39,Karat Smt. Brinda,West Bengal,CPI(M),19/08/2005 18/08/2011,Retirement,19/08/05,18/08/11,,
40,Karayalar Shri S. Chattanatha,Travancore Cochin,INC,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
37,Karayalar Shri S. Chattanatha,Travancore Cochin,INC,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
41,Karimpuri Shri Avtar Singh,Uttar Pradesh,BSP,26/11/2008 25/11/2014,Retirement,26/11/08,25/11/14,,
42,Karimuddin Kazi Syed,Bombay,INC,03/04/1954 02/04/1958,Retirement,03/04/54,02/04/58,,
43,Karmarkar Shri D.P.,Mysore,INC,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
44,Kartar Singh Shri,Patiala and East Punjab States Union,INC,03/04/1952 02/10/1953,"02/10/1953
Death",03/04/52,02/10/53,,
45,Karumbaya Shri K.C.,Ajmer and Coorg,CPI,03/04/1954 02/04/1956,Retirement,03/04/54,02/04/56,,
46,Karunakaran Shri K.,Kerala,INC,25/04/1995 21/04/1997,Retirement,25/04/95,21/04/97,,
39,Karunakaran Shri K.,Kerala,INC,22/04/1997 03/03/1998,"03/03/1998
Elected to Lok Sabha",22/04/97,03/03/98,,
40,Karunakaran Shri K.,Kerala,INC,03/04/2004 02/04/2010,"02/05/2005
Resignation",03/04/04,02/04/10,,
47,Kashyap Shri Narendra Kumar,Uttar Pradesh,BSP,05/07/2010 04/07/2016,Retirement,05/07/10,04/07/16,,
48,Kashyap Shri Ram Kumar,Haryana,BJP,10/04/2014 09/04/2020,"04/11/2019
Resignation",10/04/14,09/04/20,,
49,Kashyap Shri Ramadhar,Chhattisgarh,INC,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
50,Kasliwal Shri Nemi Chandra,Rajasthan,INC,07/04/1962 02/04/1964,Retirement,07/04/62,02/04/64,,
51,Kasturirangan Dr. K.,Nominated,NOM.,27/08/2003 26/08/2009,"08/07/2009
Resignation",27/08/03,26/08/09,,
52,Katara Shri Kanak Mal,Rajasthan,BJP,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
53,Kataria Shri Virendra,Punjab,INC,05/07/1992 04/07/1998,Retirement,05/07/92,04/07/98,,
54,Kathju Shri P.N.,Rajasthan,INC,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
55,Katiyar Shri Vinay,Uttar Pradesh,BJP,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
45,Katiyar Shri Vinay,Uttar Pradesh,BJP,03/04/2012 02/04/2018,Retirement,03/04/12,02/04/18,,
56,Kaul Shri Bal Krishna,Rajasthan,INC,04/10/1968 02/04/1974,Retirement,04/10/68,02/04/74,,
57,Kaul Smt. Krishna,Uttar Pradesh,INC,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
58,Kaul Shri M.N.,Nominated,NOM.,30/03/1966 02/04/1970,Retirement,30/03/66,02/04/70,,
48,Kaul Shri M.N.,Nominated,NOM.,03/04/1970 02/04/1972,Retirement,03/04/70,02/04/72,,
59,Kaur Smt. Gurcharan,Punjab,BJP,07/06/2001 04/07/2004,"04/07/2004
Retirement",07/06/01,04/07/04,,
60,Kaushal Shri Jagan Nath,Patiala and East Punjab States Union,INC,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
51,Kaushal Shri Jagan Nath,Patiala and East Punjab States Union,INC,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
61,Kaushal Shri Swaraj,Haryana,HVP,02/08/1998 01/08/2004,Retirement,02/08/98,01/08/04,,
62,Kaushik Shri M.P.,Haryana,INC,10/04/1984 09/04/1990,"21/05/1987
Death",10/04/84,09/04/90,,
63,Kaushik Shri Rama Shanker,Uttar Pradesh,SP,05/07/1998 04/07/2004,Retirement,05/07/98,04/07/04,,
64,Keishing Shri Rishang,Manipur,INC,10/04/2002 09/04/2008,,10/04/02,09/04/08,,
55,Keishing Shri Rishang,Manipur,INC,10/04/2008 09/04/2014,Retirement,10/04/08,09/04/14,,
65,Kemparaj Shri B.T.,Others,INC,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
66,Kesari Shri Narayan Singh,Madhya Pradesh,BJP,24/06/2004 02/04/2006,Retirement,24/06/04,02/04/06,,
57,Kesari Shri Narayan Singh,Madhya Pradesh,BJP,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
67,Keshvanand Shri,Rajasthan,INC,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
58,Keshvanand Shri,Rajasthan,INC,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
68,Kesri Shri Sitaram,Bihar,INC,02/07/1971 02/04/1974,Retirement,02/07/71,02/04/74,,
60,Kesri Shri Sitaram,Bihar,INC,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
61,Kesri Shri Sitaram,Bihar,INC,07/07/1980 06/07/1986,Retirement,07/07/80,06/07/86,,
61,Kesri Shri Sitaram,Bihar,INC,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
62,Kesri Shri Sitaram,Bihar,INC,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
69,Keswani Shri Suresh A.,Maharashtra,IND.,03/04/1996 02/04/2002,Retirement,03/04/96,02/04/02,,
70,Khabri Shri Brijlal,Uttar Pradesh,BSP,26/11/2008 25/11/2014,Retirement,26/11/08,25/11/14,,
71,Khader Shri N. Abdul,Tamil Nadu,TMC(M),10/10/1997 29/06/1998,Retirement,10/10/97,29/06/98,,
72,Khaitan Shri Raghunath Prasad,Bihar,INC,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
73,Khan Shri Abdur Rezzak,West Bengal,CPI,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
74,Khan Shri Ahmad Said,Uttar Pradesh,INC,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
65,Khan Shri Ahmad Said,Uttar Pradesh,INC,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
75,Khan Shri Akbar Ali,Andhra Pradesh,INC,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
66,Khan Shri Akbar Ali,Andhra Pradesh,INC,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
66,Khan Shri Akbar Ali,Andhra Pradesh,INC,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
76,Khan Shri Amir Alam,Uttar Pradesh,SP,13/06/2006 04/07/2010,Retirement,13/06/06,04/07/10,,
77,Khan Shri Barkatullah,Rajasthan,INC,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
68,Khan Shri Barkatullah,Rajasthan,INC,03/04/1954 02/04/1960,"21/03/1957
Resignation",03/04/54,02/04/60,,
78,Khan Shri F.M.,Karnataka,INC,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
70,Khan Shri F.M.,Karnataka,INC,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
79,Khan Shri Ghayoor Ali,Uttar Pradesh,O,03/04/1976 02/04/1982,"08/01/1980
Elected to Lok Sabha",03/04/76,02/04/82,,
80,Khan Shri K. Rahman,Karnataka,CONG(I),03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
72,Khan Shri K. Rahman,Karnataka,INC,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
72,Khan Shri K. Rahman,Karnataka,INC,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
73,Khan Shri K. Rahman,Karnataka,INC,03/04/2012 02/04/2018,Retirement,03/04/12,02/04/18,,
81,Khan Shri K.M.,Andhra Pradesh,INC,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
74,Khan Shri K.M.,Andhra Pradesh,INC,03/04/2000 02/04/2006,"16/10/2003
Death",03/04/00,02/04/06,,
82,Khan Shri Khurshed Alam,National Capital Territory of Delhi,INC,16/04/1974 15/04/1980,Retirement,16/04/74,15/04/80,,
74,Khan Shri Khurshed Alam,Uttar Pradesh,INC,05/07/1980 04/07/1986,"06/12/1984
Resignation",05/07/80,04/07/86,,
83,Khan Shri Maqsood Ali,Karnataka,INC,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
76,Khan Shri Maqsood Ali,Karnataka,INC,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
84,Khan Mohd Masood,Uttar Pradesh,IND.,05/07/1992 04/07/1998,Retirement,05/07/92,04/07/98,,
85,Khan Shri Mohd. Ali,Andhra Pradesh,INC,10/04/2008 09/04/2014,Retirement,10/04/08,09/04/14,,
78,Khan Shri Mohd. Ali,Andhra Pradesh,INC,10/04/2014 09/04/2020,Retirement,10/04/14,09/04/20,,
86,Khan Shri Mohd. Azam,Uttar Pradesh,SP,26/11/1996 25/11/2002,"09/03/2002
Resignation",26/11/96,25/11/02,,
87,Khan Shri Pir Mohhmed,Jammu & Kashmir,J&KNC,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
80,Khan Shri Pir Mohhmed,Jammu & Kashmir,J&KNC,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
88,Khan Prof. Rasheeduddin,Nominated,NOM.,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
81,Khan Prof. Rasheeduddin,Nominated,NOM.,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
89,Khan Shri S.P.M. Syed,Tamil Nadu,AIADMK,03/04/2002 02/04/2008,Retirement,03/04/02,02/04/08,,
90,Khan Shri Samiulla,Madhya Pradesh,INC,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
91,Khan Smt. Shyam Kumari,Uttar Pradesh,INC,11/12/1963 02/04/1968,Retirement,11/12/63,02/04/68,,
92,Khan Smt. Ushi,Rajasthan,INC,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
93,Khan (Durru) Shri Aimaduddin Ahmad,Rajasthan,INC,05/07/1998 04/07/2004,"18/12/2003
Resignation",05/07/98,04/07/04,,
94,Khandekar Shri Rameshehandra Shankarrao,Madhya Pradesh,O,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
95,Khandelwal Shri Pyarelal,Madhya Pradesh,BJP,30/06/1980 29/06/1986,Retirement,30/06/80,29/06/86,,
86,Khandelwal Shri Pyarelal,Madhya Pradesh,BJP,30/06/2004 29/06/2010,"06/10/2009
Death",30/06/04,29/06/10,,
96,Khanna Shri Avinash Rai,Punjab,BJP,10/04/2010 09/04/2016,Retirement,10/04/10,09/04/16,,
97,Khanna Shri Mehr Chand,National Capital Territory of Delhi,INC,13/05/1955 14/12/1956,"14/12/1956
Resignation",13/05/55,14/12/56,,
89,Khanna Shri Mehr Chand,West Bengal,INC,15/12/1956 26/02/1962,"26/02/1962
Elected to Lok Sabha",15/12/56,26/02/62,,
98,Khaparde Miss Saroj,Maharashtra,INC,03/04/1972 02/04/1974,Retirement,03/04/72,02/04/74,,
91,Khaparde Miss Saroj,Maharashtra,INC,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
91,Khaparde Miss Saroj,Maharashtra,INC,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
92,Khaparde Miss Saroj,Maharashtra,INC,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
93,Khaparde Miss Saroj,Maharashtra,INC,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
99,Kharshiing Shri Robert,Meghalaya,NCP,13/04/2002 12/04/2008,Retirement,13/04/02,12/04/08,,
100,Kharwar Shri Ghanshyam Chandra,Uttar Pradesh,BSP,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
101,Khatun Ms. Sayeeda,Madhya Pradesh,INC,30/06/1986 29/06/1992,Retirement,30/06/86,29/06/92,,
102,Kher Shri Bal Gangadhar,Maharashtra,INC,03/04/1952 14/07/1952,"14/07/1952
Resignation",03/04/52,14/07/52,,
103,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
97,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
97,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
104,Khosla Dr. Ajudhia Nath,Nominated,NOM.,03/04/1958 02/04/1964,"04/10/1959
Resignation",03/04/58,02/04/64,,
105,Khuntia Shri Rama Chandra,Odisha,INC,02/07/1998 01/07/2004,Retirement,02/07/98,01/07/04,,
100,Khuntia Shri Rama Chandra,Odisha,INC,03/04/2008 02/04/2014,Retirement,03/04/08,02/04/14,,
106,Khushwant Singh Shri,Nominated,NOM.,03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
107,Kidwai Dr. A.R.,National Capital Territory of Delhi,INC,28/01/2000 27/01/2006,"07/07/2004
Resignation",28/01/00,27/01/06,,
108,Kidwai Smt. Anis,Uttar Pradesh,INC,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
104,Kidwai Smt. Anis,Uttar Pradesh,INC,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
109,Kidwai Dr. Mohd. Hashim,Uttar Pradesh,INC,03/04/1984 02/04/1990,Retirement,03/04/84,02/04/90,,
110,Kidwai Smt. Mohsina,Chhattisgarh,INC,30/06/2004 29/06/2010,Retirement,30/06/04,29/06/10,,
104,Kidwai Smt. Mohsina,Chhattisgarh,INC,30/06/2010 29/06/2016,Retirement,30/06/10,29/06/16,,
111,Kidwai Begum Siddiqa,Delhi,INC,24/11/1956 02/04/1958,Retirement,24/11/56,02/04/58,,
106,Kidwai Begum Siddiqa,Delhi,INC,03/04/1958 02/04/1964,"03/06/1958
Death",03/04/58,02/04/64,,
112,Kiruttinan Shri Pasupon Tha,Tamil Nadu,DMK,15/03/1989 02/04/1990,Retirement,15/03/89,02/04/90,,
108,Kiruttinan Shri Pasupon Tha,Tamil Nadu,DMK,03/04/1990 02/04/1996,Retirement,03/04/90,02/04/96,,
113,Kishen Chand Shri,Others,O,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
114,Kishore Shri Jugul,Uttar Pradesh,BSP,05/07/2010 04/07/2016,Retirement,05/07/10,04/07/16,,
115,Kishori Ram Shri,Bihar,INC,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
111,Kishori Ram Shri,Bihar,INC,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
116,Kohli Shri O.P.,National Capital Territory of Delhi,BJP,28/01/1994 27/01/2000,Retirement,28/01/94,27/01/00,,
117,Kollur Shri M.L.,Karnataka,INC,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
112,Kollur Shri M.L.,Karnataka,INC,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
113,Kollur Shri M.L.,Karnataka,INC,10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
118,Kondaiah Shri K.C.,Karnataka,INC,14/01/2000 09/04/2002,"09/04/2002
Retirement",14/01/00,09/04/02,,
119,Kore Dr. Prabhakar,Karnataka,INC,10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
115,Kore Dr. Prabhakar,Karnataka,BJP,26/06/2008 25/06/2014,Retirement,26/06/08,25/06/14,,
115,Kore Dr. Prabhakar,Karnataka,BJP,26/06/2014 25/06/2020,Retirement,26/06/14,25/06/20,,
120,Korwar Shri Gundappa,Karnataka,INC,03/04/1992 02/04/1998,Retirement,03/04/92,02/04/98,,
121,Koshyari Shri Bhagat Singh,Uttarakhand,BJP,26/11/2008 25/11/2014,"16/05/2014
Elected to Lok Sabha",26/11/08,25/11/14,,
122,Kothari Prof. Shantilal,Rajasthan,INC,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
123,Kovind Shri Ram Nath,Uttar Pradesh,BJP,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
119,Kovind Shri Ram Nath,Uttar Pradesh,BJP,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
124,Koya Shri B.V. Abdulla,Kerala,ML,15/04/1967 14/04/1973,Retirement,15/04/67,14/04/73,,
119,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
120,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
120,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1986 02/04/1992,Retirement,03/04/86,02/04/92,,
121,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1992 02/04/1998,Retirement,03/04/92,02/04/98,,
125,Koya Shri Palat Kunhi,Kerala,INC,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
126,Kriplani Shri Krishna,Nominated,NOM.,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
127,Krishan Kant Shri,Haryana,INC,29/11/1966 02/04/1972,Retirement,29/11/66,02/04/72,,
125,Krishan Kant Shri,Haryana,IND.,10/04/1972 09/04/1978,"20/03/1977
Elected to Lok Sabha",10/04/72,09/04/78,,
128,Krishna Shri M.R.,Andhra Pradesh,INC,19/07/1972 02/04/1976,Retirement,19/07/72,02/04/76,,
127,Krishna Shri M.R.,Andhra Pradesh,INC,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
129,Krishna Shri S.M.,Karnataka,INC,10/04/1996 09/04/2002,"14/10/1999
Resignation",10/04/96,09/04/02,,
129,Krishna Shri S.M.,Karnataka,INC,26/06/2008 25/06/2014,Retirement,26/06/08,25/06/14,,
130,Krishna Chandra Shri,Uttar Pradesh,INC,19/04/1962 02/04/1964,Retirement,19/04/62,02/04/64,,
131,Krishna Kumari Smt.,Vindhya Pradesh,INC,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
132,Krishna Mohan Shri B.,Andhra Pradesh,INC,03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
133,Krishnamachari Shri V.T.,Nominated,NOM.,09/06/1961 08/06/1967,"13/02/1964
Death",09/06/61,08/06/67,,
134,Krishnamurthy K. Shri Jana,Gujarat,BJP,10/04/2002 09/04/2008,"25/09/2007
Death",10/04/02,09/04/08,,
135,Krishnan Shri E.R.,Tamil Nadu,AIADMK,18/07/1977 02/04/1980,Retirement,18/07/77,02/04/80,,
136,Krishnan Shri G.Y.,Karnataka,INC,10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
137,Krishnan Shri N.K.,Kerala,CPI,10/11/1970 02/04/1974,Retirement,10/11/70,02/04/74,,
138,Krishnan Shri U.R.,Tamil Nadu,AIADMK,25/07/1977 24/07/1983,Retirement,25/07/77,24/07/83,,
139,Krishnaswamy Shri K.A.,Tamil Nadu,AIADMK,03/04/1972 02/04/1978,Retirement,03/04/72,02/04/78,,
140,Kshatriya Prof. Alka Balram,Gujarat,INC,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
5,Kshatriya Prof. Alka Balram,Gujarat,INC,10/04/2008 09/04/2014,Retirement,10/04/08,09/04/14,,
141,Kshatriya Shri Shivpratap, , ,,,,NA,,
142,Kujur Shri Maurice,Odisha,INC,03/04/1996 02/04/2002,Retirement,03/04/96,02/04/02,,
143,Kujur Shri Santiuse,Assam,INC,15/06/2013 14/06/2019,Retirement,15/06/13,14/06/19,,
144,Kulaste Shri Faggan Singh,Madhya Pradesh,BJP,03/04/2012 02/04/2018,"16/05/2014
Elected to Lok Sabha",03/04/12,02/04/18,,
145,Kulkarni Shri A.G.,Maharashtra,INC,19/04/1967 02/04/1970,Retirement,19/04/67,02/04/70,,
8,Kulkarni Shri A.G.,Maharashtra,INC,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
9,Kulkarni Shri A.G.,Maharashtra,INC,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
11,Kulkarni Shri A.G.,Maharashtra,INC,05/07/1986 04/07/1992,"27/04/1992
Death",05/07/86,04/07/92,,
146,Kulkarni Shri Bidesh Tukaram,Maharashtra,INC,05/07/1962 02/04/1968,Retirement,05/07/62,02/04/68,,
11,Kulkarni Shri Bidesh Tukaram,Maharashtra,INC,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
147,Kulkarni Shri Gajanan Ramrao,Bombay,O,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
148,Kulkarni Smt. Sumitra G.,Gujarat,INC,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
149,Kumar Shri R.K.,Tamil Nadu,AIADMK,03/04/1996 02/04/2002,"03/10/1999
Death",03/04/96,02/04/02,,
150,Kumaran Shri K.P.K.,Tamil Nadu,DMK,11/07/2006 24/07/2007,Retirement,11/07/06,24/07/07,,
151,Kumaran Shri P.K.,Andhra Pradesh,CPI,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
152,Kumaran Shri S.,Kerala,CPI,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
17,Kumaran Shri S.,Kerala,CPI,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
153,Kumarappa Dr. Jagadisan Mohandas,Nominated,NOM.,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
154,Kumbhare Shri N.H.,Maharashtra,RPI,03/04/1972 02/04/1978,Retirement,03/04/72,02/04/78,,
155,Kunhambu Shri A.V.,Kerala,CPI,29/04/1957 02/04/1958,Retirement,29/04/57,02/04/58,,
156,Kunjachen Shri P.K.,Kerala,CPI(M),22/04/1973 21/04/1979,Retirement,22/04/73,21/04/79,,
21,Kunjachen Shri P.K.,Kerala,CPI(M),22/08/1988 02/04/1992,"14/06/1991
Death",22/08/88,02/04/92,,
157,Kunzru Dr. Hirdey Nath,Uttar Pradesh,IND.,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
22,Kunzru Dr. Hirdey Nath,Uttar Pradesh,IND.,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
158,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,O,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
24,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,INC,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
22,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,INC,05/07/1980 04/07/1986,"27/12/1984
Death",05/07/80,04/07/86,,
159,Kureel Shri Pramod,Uttar Pradesh,BSP,09/07/2010 02/04/2012,Retirement,09/07/10,02/04/12,,
160,Kurian Dr. K. Mathew,Kerala,CPI(M),03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
161,Kurien Prof. P.J.,Kerala,INC,10/01/2005 01/07/2006,Retirement,10/01/05,01/07/06,,
28,Kurien Prof. P.J.,Kerala,INC,02/07/2006 01/07/2012,Retirement,02/07/06,01/07/12,,
29,Kurien Prof. P.J.,Kerala,INC,02/07/2012 01/07/2018,Retirement,02/07/12,01/07/18,,
162,Kurre Shri Dayaldas,Madhya Pradesh,INC,04/03/1958 04/02/1964,Retirement,04/03/58,04/02/64,,
31,Kurre Shri Dayaldas,Madhya Pradesh,INC,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
163,Kurup Shri G. Sankara,Nominated,NOM.,02/04/1968 02/04/1972,Retirement,02/04/68,02/04/72,,
164,Kushawaha Shri Ram Naresh,Uttar Pradesh,LD,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
165,Kushnoor Shri Veershetty Moglappa,Karnataka,INC,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
166,Kushwaha Shri Upendra,Bihar,JD(U),08/07/2010 07/07/2016,"04/01/2013
Resignation",08/07/10,07/07/16,,
1,Madani Shri Mahmood A.,Uttar Pradesh,RLD,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
2,Maddanna Shri M.,Karnataka,INC,03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
3,Madhavan Shri K. K.,Kerala,INC,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
4,Madhavan Shri S.,Tamil Nadu,AIADMK,03/04/1990 02/04/1996,Retirement,03/04/90,02/04/96,,
5,Madhu Shri Penumalli,Andhra Pradesh,CPI(M),22/06/2004 21/06/2010,Retirement,22/06/04,21/06/10,,
6,Madni Maulana Asad,Uttar Pradesh,INC,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
6,Madni Maulana Asad,Uttar Pradesh,INC,05/07/1980 04/07/1986,Retirement,05/07/80,04/07/86,,
7,Madni Maulana Asad,Uttar Pradesh,INC,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
7,Mahabir Prasad Dr.,Bihar,JAN,03/04/1982 19/01/1985,"19/01/1985
Resignation",03/04/82,19/01/85,,
8,Mahajan Shri Pramod,Maharashtra,BJP,05/07/1986 04/07/1992,Retirement,05/07/86,04/07/92,,
8,Mahajan Shri Pramod,Maharashtra,BJP,05/07/1992 04/07/1998,"09/05/1996
Elected to Lok Sabha",05/07/92,04/07/98,,
8,Mahajan Shri Pramod,Maharashtra,BJP,05/07/1998 04/07/2004,Retirement,05/07/98,04/07/04,,
9,Mahajan Shri Pramod,Maharashtra,BJP,05/07/2004 04/07/2010,"03/05/2006
Death",05/07/04,04/07/10,,
9,Mahajan Smt. Sumitra,Haryana,INLD,10/04/2002 09/04/2008,"19/01/2007
Death",10/04/02,09/04/08,,
10,Mahanta Dr.(Smt.) Joyasree Goswami,Assam,AGP,24/08/1999 14/06/2001,Retirement,24/08/99,14/06/01,,
11,Mahanti Shri Bhairab Chandra,Odisha,INC,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
12,Mahanti Shri Binoy Kumar,Odisha,INC,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
11,Mahanti Shri Binoy Kumar,Odisha,INC,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
13,Mahapatra Shri Bhagirathi,Odisha,INC,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
14,Mahapatro Shri Lakshmana,Odisha,CPI,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
15,Maharaj Dr. Swami Sakshi Ji,Uttar Pradesh,SP,03/04/2000 21/03/2006,"21/03/2006
Disqualification",03/04/00,21/03/06,,
16,Mahavir Dr. Bhai,National Capital Territory of Delhi,JS,16/04/1968 15/04/1974,Retirement,16/04/68,15/04/74,,
14,Mahavir Dr. Bhai,Madhya Pradesh,BJP,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
