s_no,member_name,state,party,term,vacate_reason
261,Sinha Shri Awadeshwar Prasad,Bihar,Congress,03/04/1958 02/04/1964,Retirement
261,Sinha Shri Awadeshwar Prasad,Bihar,Congress,03/04/1964 02/04/1970,Retirement
261,Sinha Shri Awadeshwar Prasad,Bihar,Congress,03/04/1970 02/04/1976,Retirement
262,Sinha Shri Braja Kishore Prasad,Bihar,Congress,03/04/1952 02/04/1958,Retirement
262,Sinha Shri Braja Kishore Prasad,Bihar,Congress,03/04/1958 02/04/1964,Retirement
262,Sinha Shri Braja Kishore Prasad,Bihar,Congress,03/04/1964 02/04/1970,Retirement
263,Sinha Shri Chandra Mohan,Odisha,JD,19/03/1991 01/07/1992,Retirement
264,Sinha Shri Ganga Sharan,Bihar,O,03/04/1956 02/04/1962,Retirement
264,Sinha Shri Ganga Sharan,Bihar,O,03/04/1962 02/04/1968,Retirement
264,Sinha Shri Ganga Sharan,Nominated,NOM.,03/04/1968 02/04/1974,Retirement
265,Sinha Shri Indradeep,Bihar,CPI,03/04/1974 02/04/1980,Retirement
265,Sinha Shri Indradeep,Bihar,CPI,07/07/1980 06/07/1986,Retirement
266,Sinha Smt. Kamla,Bihar,JD,19/04/1990 02/04/1994,Retirement
266,Sinha Smt. Kamla,Bihar,JD,03/04/1994 02/04/2000,Retirement
267,Sinha Shri Krishna Mohan Pyare,Bihar,Congress,10/12/1956 02/04/1958,Retirement
268,Sinha Shri Maheswar Prasad Narain,Bihar,Socialist,03/04/1952 02/04/1956,Retirement
269,Sinha Shri R. K.,Bihar,BJP,10/04/2014 09/04/2020,Retirement
270,Sinha Shri Rajendra Pratap,Bihar,IND.,03/04/1952 02/04/1954,Retirement
270,Sinha Shri Rajendra Pratap,Bihar,IND.,03/04/1954 02/04/1960,Retirement
270,Sinha Shri Rajendra Pratap,Bihar,PSP,03/04/1960 02/04/1966,Retirement
270,Sinha Shri Rajendra Pratap,Bihar,Congress,03/04/1966 02/04/1972,Retirement
271,Sinha Shri Rajeshwar Prasad Narain,Bihar,Congress,03/04/1952 02/04/1958,Retirement
271,Sinha Shri Rajeshwar Prasad Narain,Bihar,Congress,12/10/1959 02/04/1960,Retirement
271,Sinha Shri Rajeshwar Prasad Narain,Bihar,Congress,03/04/1960 02/04/1966,Retirement
272,Sinha Shri Rama Bahadur,Bihar,Congress,03/04/1952 02/04/1958,Retirement
272,Sinha Shri Rama Bahadur,Bihar,Congress,03/04/1958 02/04/1964,Retirement
272,Sinha Shri Rama Bahadur,Bihar,Congress,03/04/1964 02/04/1970,Retirement
273,Sinha Dr. Ramkripal,Bihar,JS,03/04/1974 02/04/1980,Retirement
274,Sinha Shri Rewati Kant,Bihar,SSP,07/04/1967 02/04/1970,Retirement
275,Sinha Shri Shatrughan,Bihar,BJP,10/04/1996 09/04/2002,Retirement
275,Sinha Shri Shatrughan,Bihar,BJP,10/04/2002 09/04/2008,Retirement
276,Sinha Shri Yashwant,Bihar,JD,03/04/1988 02/04/1994,"14/11/1993
Resignation"
276,Sinha Shri Yashwant,Jharkhand,BJP,08/07/2004 07/07/2010,"16/05/2009
Elected to Lok Sabha"
277,Sirigireddy Shri Rama Muni Reddy,Andhra Pradesh,TDP,03/04/2000 02/04/2006,Retirement
278,Sisodia Shri Sawai Singh,Madhya Pradesh,Congress,28/04/1969 02/04/1970,Retirement
278,Sisodia Shri Sawai Singh,Madhya Pradesh,Congress,03/04/1970 02/04/1976,Retirement
278,Sisodia Shri Sawai Singh,Madhya Pradesh,Congress,03/04/1976 02/04/1982,Retirement
279,Sita Devi Smt.,Punjab,Congress,10/04/1972 09/04/1978,"22/03/1974
Death"
280,Sitaram Singh Shri,Bihar,BLD,03/04/1970 02/04/1976,Retirement
281,Sitaramayya Dr. Pattabhi,Madras,Congress,03/04/1952 02/07/1952,"02/07/1952
Resignation"
282,Sivaji Dr. Yelamanchili,Andhra Pradesh,TDP,03/04/1988 02/04/1994,Retirement
283,Sivaprakasam Shri S.,Puducherry,DMK,07/08/1969 06/08/1975,Retirement
284,Sivasubramanian Shri S.,Tamil Nadu,DMK,30/06/1998 29/06/2004,Retirement
285,Sobhani Shri Osman,Hyderabad,Congress,03/04/1952 02/04/1954,Retirement
286,Sokhey Dr. Sahib Singh,Nominated,NOM.,03/04/1952 02/04/1956,Retirement
287,Solanki Shri Gopalsinh G.,Gujarat,BJP,10/04/1990 09/04/1996,Retirement
287,Solanki Shri Gopalsinh G.,Gujarat,BJP,10/04/1996 09/04/2002,Retirement
288,Solanki Shri Kaptan Singh,Madhya Pradesh,BJP,04/08/2009 02/04/2012,Retirement
288,Solanki Shri Kaptan Singh,Madhya Pradesh,BJP,03/04/2012 02/04/2018,"27/07/2014
Seat declared vacant"
289,Solanki Shri Madhavsinh,Gujarat,CONG(I),03/04/1988 02/04/1994,Retirement
289,Solanki Shri Madhavsinh,Gujarat,CONG(I),03/04/1994 02/04/2000,Retirement
290,Solomon Shri P.A.,Kerala,CPI,03/04/1958 02/04/1964,Retirement
291,Som Pal Shri,Uttar Pradesh,JD,23/03/1990 04/07/1992,Retirement
291,Som Pal Shri,Uttar Pradesh,JD,05/07/1992 04/07/1998,"27/12/1997
Resignation"
292,Somasundaram Shri G.P.,Madras,DMK,03/04/1966 02/04/1972,"25/06/1971
Death"
293,Sood Smt. Bimla Kashyap,Himachal Pradesh,BJP,03/04/2010 02/04/2016,Retirement
294,Soren Shri Hemant,Jharkhand,JMM,24/06/2009 07/07/2010,"04/01/2010
Resignation"
295,Soren Shri Shibu,Bihar,JMM,08/07/1998 14/11/2000,18/11/00
295,Soren Shri Shibu,Jharkhand,JMM,15/11/2000 07/07/2004,18/07/01
295,Soren Shri Shibu,Jharkhand,JMM,10/04/2002 09/04/2008,"02/06/2002
Resignation"
296,Soundararajan Shri P.,Tamil Nadu,AIADMK,03/04/1996 02/04/2002,Retirement
297,Soz Prof. Saif-ud-Din,Jammu & Kashmir,J&KNC,26/11/1996 25/11/2002,"10/03/1998
Elected to Lok Sabha"
297,Soz Prof. Saif-ud-Din,Jammu & Kashmir,INC,30/11/2002 29/11/2008,Retirement
297,Soz Prof. Saif-ud-Din,Jammu & Kashmir,INC,11/02/2009 10/02/2015,Retirement
298,Sreedharan Shri Arangil,Kerala,JD,02/07/1988 01/07/1994,Retirement
299,Srinivasan Shri T.K.,Tamil Nadu,DMK,03/04/1970 02/04/1976,Retirement
300,Srinivasan Shri Thomas,Madras,Congress,03/04/1960 02/04/1966,"17/04/1963
Death"
301,Srivastava Dr. J.P.,Uttar Pradesh,INC,03/04/1952 14/12/1954,"14/12/1954
Death"
302,Stanley Smt. Vasanthi,Tamil Nadu,DMK,03/04/2008 02/04/2014,Retirement
303,Subbarayan Dr. P.,Madras,Congress,03/04/1954 02/04/1960,04/03/57
304,Subbiah Shri J.H.,Hyderabad,SCF,03/04/1952 02/04/1954,Retirement
305,Subbian Shri Ka. Ra.,Tamil Nadu,DMK,14/01/2000 02/04/2002,"02/04/2002
Retirement"
306,Sudharani Smt. Gundu,Andhra Pradesh,TDP,22/06/2010 01/06/2014,"01/06/2014
Reorganisation of the State"
306,Sudharani Smt. Gundu,Telangana,TDP,02/06/2014 21/06/2016,Retirement
307,Sujan Singh Shri,Haryana,JAN,13/07/1977 09/04/1978,Retirement
307,Sujan Singh Shri,Haryana,JAN,10/04/1978 09/04/1984,"31/12/1982
Resignation"
308,Sukhbir Singh Shri,Punjab,SAD,26/02/2001 09/04/2004,"09/04/2004
Retirement"
309,Sukhbuns Kaur Smt.,Punjab,INC,29/06/2004 09/04/2010,"15/12/2006
Death"
310,Sukhdev Prasad Shri,Uttar Pradesh,Congress,03/04/1966 02/04/1972,Retirement
310,Sukhdev Prasad Shri,Uttar Pradesh,Congress,03/04/1972 02/04/1978,Retirement
310,Sukhdev Prasad Shri,Uttar Pradesh,INC,03/04/1982 02/04/1988,"16/02/1988
Resignation"
311,Sukul Shri P.N.,Uttar Pradesh,CONG(I),05/07/1980 02/04/1984,Retirement
311,Sukul Shri P.N.,Uttar Pradesh,CONG(I),03/04/1984 02/04/1990,Retirement
312,Sule Smt. Supriya,Maharashtra,NCP,18/09/2006 02/04/2012,"16/05/2009
Elected to Lok Sabha"
313,Sultan Maimoona Smt.,Madhya Pradesh,Congress,03/04/1974 02/04/1980,Retirement
313,Sultan Maimoona Smt.,Madhya Pradesh,CONG(I),30/06/1980 29/06/1986,Retirement
314,Sultan Singh Shri,Haryana,Congress,31/03/1970 01/08/1974,Retirement
314,Sultan Singh Shri,Haryana,Congress,02/08/1974 01/08/1980,Retirement
314,Sultan Singh Shri,Haryana,CONG(I),02/08/1980 01/08/1986,Retirement
315,Sumat Prasad Shri,Uttar Pradesh,Congress,03/04/1952 02/04/1954,Retirement
315,Sumat Prasad Shri,Uttar Pradesh,Congress,03/04/1954 02/04/1960,"12/03/1957
Elected to Lok Sabha"
316,Sundaram Shri K.,Madras,Swatantra,03/04/1966 02/04/1972,Retirement
317,Sundaram Shri N. Thalavai,Tamil Nadu,AIADMK,03/04/1996 02/04/2002,"18/05/2001
Resignation"
318,Sundarayya Shri P.,Madras,CPI,03/04/1952 21/03/1955,"21/03/1955
Resignation"
319,Supakar Shri Shraddhakar,Odisha,Congress,27/09/1965 26/09/1971,"26/02/1967
Elected to Lok Sabha"
320,Sur Shri Mriganka Mohan,West Bengal,Congress,13/09/1954 02/04/1960,Retirement
320,Sur Shri Mriganka Mohan,West Bengal,Congress,03/04/1960 02/04/1966,Retirement
320,Sur Shri Mriganka Mohan,West Bengal,Congress,03/04/1966 02/04/1972,Retirement
321,Suraj Prasad Shri,Bihar,CPI,03/04/1968 02/04/1974,Retirement
321,Suraj Prasad Shri,Bihar,CPI,03/04/1982 02/04/1988,Retirement
322,Surender Singh Shri,Haryana,CONG(I),02/08/1986 01/08/1992,Retirement
323,Surendra Mohan Shri,Uttar Pradesh,JAN,03/04/1978 02/04/1984,Retirement
324,Surendra Ram Shri V.M.,Madras,Congress,03/04/1952 02/04/1958,Retirement
325,Suri Shri Lalit,Uttar Pradesh,IND.,14/11/2002 07/04/2004,Retirement
325,Suri Shri Lalit,Uttar Pradesh,IND.,05/07/2004 04/07/2010,"10/10/2006
Death"
326,Surjeet Shri Harkishan Singh,Punjab,CPI(M),10/04/1978 09/04/1984,Retirement
327,Surjewala Shri S.S.,Haryana,CONG(I),02/08/1992 01/08/1998,Retirement
328,Suryanarayana Shri Kommareddi,Andhra Pradesh,KMPP,03/04/1952 02/04/1958,Retirement
329,Sushree Devi Smt.,Odisha,BJD,03/04/2002 02/04/2008,Retirement
330,Swain Shri Narendra Kumar,Odisha,BJD,07/12/2015 02/04/2020,Retirement
331,Swaminathan Shri G.,Tamil Nadu,AIADMK,30/06/1986 29/06/1992,Retirement
331,Swaminathan Shri G.,Tamil Nadu,AIADMK,30/06/1992 29/06/1998,Retirement
332,Swaminathan Prof. M.S.,Nominated,NOM.,10/04/2007 09/04/2013,Retirement
333,Swaminathan Shri V.V.,Tamil Nadu,AIADMK,03/04/1972 02/04/1978,Retirement
333,Swaminathan Shri V.V.,Tamil Nadu,AIADMK,03/04/1978 02/04/1984,"19/06/1980
Resignation"
334,Swamy Shri A.V.,Odisha,IND.,04/04/2012 03/04/2018,Retirement
335,Swamy Shri N.R.M.,Madras,Congress,03/04/1966 02/04/1972,Retirement
336,Swaraj Smt. Sushma,Haryana,BJP,10/04/1990 09/04/1996,Retirement
336,Swaraj Smt. Sushma,Uttarakhand,BJP,03/04/2000 02/04/2006,Retirement
336,Swaraj Smt. Sushma,Madhya Pradesh,BJP,03/04/2006 02/04/2012,"16/05/2009
Elected to Lok Sabha"
337,Swaran Singh Sardar,Punjab,Congress,07/10/1952 18/03/1957,"18/03/1957
Elected to Lok Sabha"
338,Swell Shri G.G.,Meghalaya,HSPDP,13/04/1990 12/04/1996,Retirement
339,Swu Shri Scato,Nominated,NOM.,03/04/1974 02/04/1980,Retirement
339,Swu Shri Scato,Nominated,INC,03/04/1980 02/04/1986,Retirement
340,Syed Ahmad Shri,Madhya Pradesh,Congress,03/04/1962 02/04/1968,Retirement
340,Syed Ahmad Shri,Madhya Pradesh,Congress,03/04/1968 02/04/1974,Retirement
341,Syed Hussain Shri,Jammu & Kashmir,Congress,16/04/1968 15/04/1974,"05/03/1974
Resignation"
342,Syed Mahmud Dr.,Bihar,Congress,03/04/1962 02/04/1968,Retirement
343,Syiem Smt. Wansuk,Meghalaya,INC,12/04/2013 12/04/2014,Retirement
343,Syiem Smt. Wansuk,Meghalaya,INC,13/04/2014 12/04/2020,Retirement
1,Taimur Smt. Syeda Anwara,Nominated,CONG(I),25/11/1988 08/05/1990,Retirement
1,Taimur Smt. Syeda Anwara,Assam,INC,03/04/2004 02/04/2010,Retirement
2,Tajamul Husain Shri,Bihar,Congress,03/04/1952 02/04/1956,Retirement
2,Tajamul Husain Shri,Bihar,INC,03/04/1956 02/04/1962,Retirement
3,Talari Manohar Shri,Andhra Pradesh,TDP,03/04/1986 02/04/1992,Retirement
4,Talib Shri Niranjan Singh,Punjab,Congress,16/07/1974 09/04/1978,"28/05/1976
Death"
5,Talwandi Sardar Jagdev Singh,Punjab,SAD,05/07/1980 04/07/1986,Retirement
6,Talwar Dr.(Smt.) Mangla Devi,Rajasthan,Congress,03/04/1966 02/04/1972,Retirement
7,Tama Shri Ratan,Arunachal Pradesh,CONG(I),27/05/1978 26/05/1984,Retirement
8,Tamta Shri Ram Prasad,Uttar Pradesh,Congress,03/04/1952 02/04/1956,Retirement
8,Tamta Shri Ram Prasad,Uttar Pradesh,Congress,03/04/1956 02/04/1962,"01/05/1958
Resignation"
9,Tandon Shri Purushottam Das,Uttar Pradesh,Congress,20/04/1957 19/04/1963,"01/01/1960
Resignation"
10,Tankha Pandit Sham Sundar Narain,Uttar Pradesh,Congress,03/04/1952 02/04/1958,Retirement
10,Tankha Pandit Sham Sundar Narain,Uttar Pradesh,Congress,03/04/1958 02/04/1964,Retirement
10,Tankha Pandit Sham Sundar Narain,Uttar Pradesh,Congress,03/04/1964 02/04/1970,Retirement
11,Tanvir Shri Habib,Nominated,NOM.,03/04/1972 02/04/1978,Retirement
12,Tapase Shri Ganpatrao Devji,Maharashtra,Congress,03/04/1962 02/04/1968,Retirement
13,Tara Chand Dr.,Nominated,NOM.,22/08/1957 02/04/1962,Retirement
13,Tara Chand Dr.,Nominated,NOM.,03/04/1962 02/04/1968,Retirement
14,Tariang Shri Jerlie E.,Meghalaya,CONG(I),13/04/1984 12/04/1990,Retirement
15,Tariq Shri A.M.,Jammu & Kashmir,Congress,16/04/1962 04/03/1965,"04/03/1965
Resignation"
15,Tariq Shri A.M.,Jammu & Kashmir,Congress,04/05/1967 15/04/1968,"15/04/1968
Retirement"
16,Tariq Anwar Shri,Maharashtra,NCP,05/07/2004 04/07/2010,Retirement
16,Tariq Anwar Shri,Maharashtra,NCP,05/07/2010 04/07/2016,"16/05/2014
Elected to Lok Sabha"
17,Tayyebulla Maulana M.,Jammu & Kashmir,Congress,03/04/1952 02/04/1958,Retirement
17,Tayyebulla Maulana M.,Jammu & Kashmir,Congress,03/04/1958 02/04/1964,Retirement
18,Tazeen Fatma Dr.,Uttar Pradesh,SP,26/11/2014 25/11/2020,"03/11/2019
Resignation"
19,Tendulkar Shri Sachin Ramesh,Nominated,NOM.,27/04/2012 26/04/2018,Retirement
20,Thacker Shri Premji Bhavanji,Gujarat,Congress,03/04/1952 26/07/1952,Resignation
21,Thakor Shri Natuji Halaji,Gujarat,BJP,10/04/2008 09/04/2014,Retirement
22,Thakur Dr. C.P.,Bihar,BJP,10/04/2008 09/04/2014,Retirement
22,Thakur Dr. C.P.,Bihar,BJP,10/04/2014 09/04/2020,Retirement
23,Thakur Prof. Chandresh P.,Bihar,CONG(I),07/07/1986 06/07/1992,Retirement
24,Thakur Shri Ekanath K.,Maharashtra,SS,03/04/2002 02/04/2008,Retirement
25,Thakur Shri Gunanand,Bihar,Congress,10/04/1972 09/04/1978,Retirement
26,Thakur Dr. Prabha,Rajasthan,INC,10/04/2002 09/04/2008,Retirement
26,Thakur Dr. Prabha,Rajasthan,INC,10/04/2008 09/04/2014,Retirement
27,Thakur Shri Rameshwar,Bihar,CONG(I),10/04/1984 09/04/1990,Retirement
27,Thakur Shri Rameshwar,Bihar,CONG(I),10/04/1990 09/04/1996,Retirement
28,Thakur Shri Surendra Singh,Madhya Pradesh,CONG(I),30/06/1986 29/06/1992,Retirement
29,Thakur Smt. Viplove,Himachal Pradesh,INC,03/04/2006 02/04/2012,Retirement
29,Thakur Smt. Viplove,Himachal Pradesh,INC,10/04/2014 09/04/2020,Retirement
30,Thakur Das Shri,Uttar Pradesh,Congress,03/04/1952 04/01/1958,Retirement
31,Thangavelu Shri S.,Tamil Nadu,DMK,30/06/2010 29/06/2016,Retirement
32,Thangkabalu Shri K.V.,Tamil Nadu,CONG(I),03/04/1984 02/04/1990,Retirement
33,Thanglura Shri A.,Assam,Congress,20/06/1962 24/04/1964,Retirement
33,Thanglura Shri A.,Assam,Congress,03/04/1964 02/04/1970,"02/02/1967
Resignation"
34,Thanhlira Shri Raymond,Assam,Congress,03/04/1952 02/04/1958,Retirement
35,Thanulingam Shri P.,Madras,Congress,09/07/1964 02/04/1968,Retirement
36,Tharadevi Smt. D.K.,Karnataka,CONG(I),26/03/1990 25/03/1996,"16/06/1991
Elected to Lok Sabha"
37,Thaware Shri Gangaram Mathaji,Madhya Pradesh,Congress,03/04/1952 16/08/1952,"16/08/1952
Death"
38,Thazhava Shri Kesavan,Kerala,CPI(M),15/04/1967 14/04/1973,"28/11/1969
Death"
39,Thengari Shri Dattopant Bapurao,Uttar Pradesh,JS,03/04/1964 02/04/1970,Retirement
39,Thengari Shri Dattopant Bapurao,Uttar Pradesh,JS,03/04/1970 02/04/1976,Retirement
40,Thihmareddy Smt. Annapurna Devi,Mysore,Congress,03/04/1958 02/04/1964,Retirement
40,Thihmareddy Smt. Annapurna Devi,Mysore,Congress,03/04/1964 02/04/1970,Retirement
41,Thiksey Shri Kushok,Jammu & Kashmir,J&KNC,08/04/1998 25/11/2002,"25/11/2002
Retirement"
42,Thimmabovi Shri L.H.,Mysore,Congress,03/04/1952 24/08/1952,"24/08/1952
Resignation"
43,Thirunavukkarasar Shri Su.,Madhya Pradesh,BJP,30/06/2004 29/06/2010,"09/11/2009
Resignation"
44,Thirunavukkarasu Shri C.P.,Puducherry,DMK,07/10/1997 06/10/2003,Retirement
45,Thomas Dr. Parekunnel Joseph,Kerala,IND.,22/04/1957 02/04/1962,Retirement
46,Tilak Shri J.S.,Maharashtra,Congress,03/04/1968 02/04/1974,Retirement
46,Tilak Shri J.S.,Maharashtra,Congress,03/04/1974 02/04/1980,Retirement
47,Tiriya Ms. Sushila,Odisha,CONG(I),02/07/1986 01/07/1992,Retirement
47,Tiriya Ms. Sushila,Odisha,INC,04/04/2006 03/04/2012,Retirement
48,Tirkey Shri Dilip Kumar,Odisha,BJD,04/04/2012 03/04/2018,Retirement
49,Tiwari Shri Alok,Uttar Pradesh,SP,19/06/2012 02/04/2018,Retirement
50,Tiwari Shri B.B.,Uttar Pradesh,SP,06/12/2006 04/07/2010,Retirement
50,Tiwari Shri B.B.,Uttar Pradesh,SP,03/04/2012 02/04/2018,"25/04/2012
Death"
51,Tiwari Shri Narayan Datt,Uttar Pradesh,CONG(I),02/12/1985 04/07/1986,Retirement
51,Tiwari Shri Narayan Datt,Uttar Pradesh,CONG(I),05/07/1986 04/07/1992,"23/10/1988
Resignation"
52,Tiwari Shri Pramod,Uttar Pradesh,INC,14/12/2013 02/04/2018,Retirement
53,Tiwari Shri Shankarlal,Madhya Pradesh,Congress,10/04/1972 09/04/1978,Retirement
54,Tiwari Shri Shivanand,Bihar,JD(U),10/04/2008 09/04/2014,Retirement
55,Tiwari Shri V.N.,Nominated,NOM.,27/09/1982 26/09/1988,"03/04/1984
Death"
56,Tiwary Pandit Bhawani Prasad,Madhya Pradesh,Congress,03/04/1964 02/04/1970,Retirement
56,Tiwary Pandit Bhawani Prasad,Madhya Pradesh,Congress,03/04/1970 02/04/1976,Retirement
57,Tohra Sardar Gurcharan Singh,Punjab,SAD,28/03/1969 02/04/1970,"02/04/1970
Retirement"
57,Tohra Sardar Gurcharan Singh,Punjab,SAD,03/04/1970 02/04/1976,Retirement
57,Tohra Sardar Gurcharan Singh,Punjab,SAD,09/05/1980 02/04/1982,"02/04/1982
Retirement"
57,Tohra Sardar Gurcharan Singh,Punjab,SAD,03/04/1982 02/04/1988,Retirement
57,Tohra Sardar Gurcharan Singh,Punjab,SAD,10/04/1998 09/04/2004,"01/04/2004
Death"
58,Tombi Shri Salam,Manipur,MPP,10/04/1972 09/04/1978,"04/04/1974
Resignation"
59,Tomer Shri Narendra Singh,Madhya Pradesh,BJP,20/01/2009 29/06/2010,"16/05/2009
Elected to Lok Sabha"
60,Topden Shri Karma,Sikkim,SSP,30/03/1988 19/10/1993,Retirement
60,Topden Shri Karma,Sikkim,SSP,24/02/1994 23/02/2000,Retirement
61,Topno Ms. Frida,Odisha,INC,07/04/1998 02/04/2002,"02/04/2002
Retirement"
62,Totu Shri Gian Chand,Himachal Pradesh,CONG(I),03/04/1974 02/04/1980,Retirement
63,Triloki Singh Shri,Uttar Pradesh,Congress,27/04/1967 02/04/1968,Retirement
63,Triloki Singh Shri,Uttar Pradesh,Congress,03/04/1970 02/04/1976,Retirement
63,Triloki Singh Shri,Uttar Pradesh,Congress,03/04/1976 02/04/1982,"29/01/1980
Death"
64,Tripathi Shri Chandrika Prasad,Madhya Pradesh,CONG(I),10/04/1984 09/04/1990,Retirement
65,Tripathi Shri D.P.,Maharashtra,NCP,03/04/2012 02/04/2018,Retirement
66,Tripathi Shri Hira Vallabha,Uttar Pradesh,Congress,20/04/1957 02/04/1960,Retirement
66,Tripathi Shri Hira Vallabha,Uttar Pradesh,Congress,03/04/1960 02/04/1966,Retirement
66,Tripathi Shri Hira Vallabha,Uttar Pradesh,Congress,03/04/1966 02/04/1972,Retirement
67,Tripathi Shri Kamlapati,Uttar Pradesh,Congress,11/12/1973 02/04/1978,Retirement
67,Tripathi Shri Kamlapati,Uttar Pradesh,CONG(I),03/04/1978 02/04/1984,"08/01/1980
Elected to Lok Sabha"
67,Tripathi Shri Kamlapati,Uttar Pradesh,CONG(I),19/01/1985 04/07/1986,Retirement
68,Trivedi Shri H.M.,Gujarat,JAN,10/04/1972 09/04/1978,Retirement
69,Trivedi Dr. Yogendra P.,Maharashtra,NCP,03/04/2008 02/04/2014,Retirement
70,Tumpalliwar Shri Marotirao Damodar,Bombay,Congress,03/04/1956 02/04/1962,"12/03/1962
Resignation"
71,Tundiya Mahant Shambhuprasadji,Gujarat,BJP,10/04/2014 09/04/2020,Retirement
72,Tyagi Shri K.C.,Bihar,JD(U),07/02/2013 07/07/2016,Retirement
73,Tyagi Shri Mahavir,Uttar Pradesh,CONG(O),03/04/1970 02/04/1976,Retirement
74,Tyagi Shri Omprakash,Uttar Pradesh,JS,03/04/1972 02/04/1978,"21/03/1977
Elected to Lok Sabha"
75,Tyagi Shri Shanti,Uttar Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement
75,Tyagi Shri Shanti,Uttar Pradesh,CONG(I),03/04/1988 02/04/1994,Retirement
1,Uikey Miss Anusuiya,Madhya Pradesh,BJP,03/04/2006 02/04/2012,Retirement
2,Umair Shri Shah Mohd.,Bihar,Congress,03/04/1956 02/04/1962,Retirement
3,Untoo Shri Gulam Nabi,Jammu & Kashmir,Congress,11/11/1966 10/11/1972,Retirement
4,Upadhyaya Shri Shiv Dutt,Madhya Pradesh,Congress,31/03/1967 02/04/1970,Retirement
5,Upendra Shri Parvathaneni,Andhra Pradesh,TDP,10/04/1984 09/04/1990,Retirement
5,Upendra Shri Parvathaneni,Andhra Pradesh,TDP,10/04/1990 09/04/1996,"30/03/1996
Resignation"
1,Vadodia Shri Lal Sinh,Gujarat,BJP,10/04/2014 09/04/2020,Retirement
2,Vaduthala Shri T.K.C.,Kerala,CONG(I),03/04/1986 02/04/1992,"01/07/1988
Death"
3,Vaghela Shri Shanker Sinh,Gujarat,BJP,10/04/1984 09/04/1990,"27/11/1989
Elected to Lok Sabha"
4,Vahadane Shri Suryabhan Patil,Maharashtra,BJP,03/04/1996 02/04/2002,Retirement
5,Vaidya Shri Kanhaiyalal D.,Madhya Bharat,Congress,03/04/1952 02/04/1956,Retirement
6,Vaishampayen Shri S.K.,Maharashtra,Congress,03/04/1964 02/04/1970,Retirement
6,Vaishampayen Shri S.K.,Maharashtra,IND.,03/04/1976 02/04/1982,"24/08/1981
Death"
7,Vajpayee Shri Atal Bihari,Uttar Pradesh,BJP,03/04/1962 02/04/1968,"25/02/1967
Elected to Lok Sabha"
7,Vajpayee Shri Atal Bihari,Madhya Pradesh,BJP,30/06/1986 29/06/1992,"17/06/1991
Elected to Lok Sabha"
8,Valiulla Shri Mohamed,Mysore,Congress,03/04/1952 02/04/1958,Retirement
8,Valiulla Shri Mohamed,Mysore,Congress,03/04/1958 02/04/1964,"17/12/1960
Death"
9,Valiullah Shri Raoof,Gujarat,CONG(I),10/04/1984 09/04/1990,Retirement
10,Vallabharao Shri Jayanthy Venkatachela Kameshwara,Andhra Pradesh,CPI,03/04/1954 02/04/1960,Retirement
11,Vanga Geetha Smt.,Andhra Pradesh,TDP,03/04/2000 02/04/2006,Retirement
12,Varadaraj Shri G.,Tamil Nadu,AIADMK,25/07/1983 24/07/1989,Retirement
13,Variava Dr. Dara Hormusji,Saurashtra,Congress,03/04/1952 02/04/1954,Retirement
13,Variava Dr. Dara Hormusji,Bombay,Congress,03/04/1954 02/04/1960,Retirement
14,Varma Shri B. B.,Bihar,Congress,03/04/1962 02/04/1968,Retirement
15,Varma Shri Bhagwati Charan,Nominated,NOM.,14/04/1978 13/04/1984,"05/10/1981
Death"
16,Varma Shri C.L.,Bilaspur and Himachal Pradesh,Congress,03/04/1952 02/04/1958,Retirement
16,Varma Shri C.L.,Bilaspur and Himachal Pradesh,Congress,03/04/1964 02/04/1970,Retirement
17,Varma Shri Mahadeo Prasad,Uttar Pradesh,JAN,03/04/1974 02/04/1980,Retirement
18,Varma Shri Man Singh,Uttar Pradesh,JS,03/04/1968 02/04/1974,Retirement
19,Varma Smt. Narayani Devi,Rajasthan,Congress,03/04/1970 02/04/1976,Retirement
20,Varma Shri Niranjan,Madhya Pradesh,JS,03/04/1966 02/04/1972,Retirement
21,Varma Shri Pavan Kumar,Bihar,JD(U),23/06/2014 07/07/2016,Retirement
22,Varma Prof. R.B.S.,Uttar Pradesh,BJP,03/04/1994 02/04/2000,Retirement
22,Varma Prof. R.B.S.,Uttar Pradesh,BJP,03/04/2000 02/04/2006,Retirement
23,Vasan Shri S.S.,Madras,Congress,03/04/1964 02/04/1970,"28/08/1969
Death"
24,Vasavada Shri Shamprasad Rupshanker,Gujarat,CONG(O),30/08/1968 02/04/1970,Retirement
24,Vasavada Shri Shamprasad Rupshanker,Gujarat,CONG(O),03/04/1970 02/04/1976,"20/11/1972
Death"
25,Vasisht Ms. Shanta,Delhi,Congress,03/04/1960 02/04/1966,Retirement
25,Vasisht Ms. Shanta,Delhi,CONG(O),03/04/1966 02/04/1972,Retirement
26,Vatsyayan Dr.(Smt.) Kapila,Nominated,NOM.,16/02/2006 24/03/2006,"24/03/2006
Resignation"
26,Vatsyayan Dr.(Smt.) Kapila,Nominated,NOM.,10/04/2007 15/02/2012,Retirement
27,Veerappan Shri K.K.,Tamil Nadu,DMK,03/04/1990 02/04/1996,Retirement
28,Veerendra Kumar Shri M.P.,Kerala,JD(U),03/04/2016 02/04/2022,"20/12/2017
Resignation"
